weighted_se,Dry_Green_g,pred_Dry_Green_g,abs_err_Dry_Green_g,Dry_Clover_g,pred_Dry_Clover_g,abs_err_Dry_Clover_g,Dry_Dead_g,pred_Dry_Dead_g,abs_err_Dry_Dead_g,GDM_g,pred_GDM_g,abs_err_GDM_g,Dry_Total_g,pred_Dry_Total_g,abs_err_Dry_Total_g,ID,image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,GroupID,err_Dry_Green_g,err_Dry_Clover_g,err_Dry_Dead_g,err_GDM_g,err_Dry_Total_g
838.4241,47.9386,62.0625,14.1239,0.0,9.140732,9.140731811523438,8.3614,25.15625,16.79485,47.9386,68.875,20.9364,56.3,93.5625,37.2625,ID1876271942,train/ID1876271942.jpg,2015/2/24,NSW,Ryegrass,0.68,10.0,11,-14.1239,-9.140731811523438,-16.79485,-20.9364,-37.2625
786.9271,60.0887,28.515625,31.573075000000003,0.0,1.5724516,1.5724515914916992,13.2399,12.20313,1.0367702316284184,60.0887,29.40625,30.682450000000003,73.3286,41.75,31.578599999999994,ID48303557,train/ID48303557.jpg,2015/6/26,Tas,Ryegrass_Clover,0.8,4.0,16,31.573075000000003,-1.5724515914916992,1.0367702316284184,30.682450000000003,31.578599999999994
610.64465,34.0699,64.4375,30.367600000000003,0.0,8.945443,8.945443153381348,52.9301,21.25,31.680100000000003,34.0699,75.625,41.5551,87.0,98.375,11.375,ID668475812,train/ID668475812.jpg,2015/5/7,NSW,Lucerne,0.78,42.0,23,-30.367600000000003,-8.945443153381348,31.680100000000003,-41.5551,-11.375
579.7429,1.0751,30.5625,29.4874,69.8783,24.875,45.0033,19.3509,10.859394,8.491505926513671,70.9533,56.125,14.8283,90.3042,68.4375,21.866699999999994,ID1789265307,train/ID1789265307.jpg,2015/11/9,Tas,Clover,0.87,7.1667,0,-29.4874,45.0033,8.491505926513671,14.8283,21.866699999999994
572.37164,82.7834,56.125,26.6584,0.0,0.07612245,0.07612244784832,12.9166,15.5625,2.6458999999999997,82.7834,54.15625,28.62715,95.7,69.75,25.950000000000003,ID1103883611,train/ID1103883611.jpg,2015/2/24,NSW,Phalaris,0.48,26.0,11,26.6584,-0.07612244784832,-2.6458999999999997,28.62715,25.950000000000003
562.25476,66.5554,33.0625,33.492900000000006,0.0,0.11450101,0.1145010069012641,1.3446,18.40625,17.06165,66.5554,31.203125,35.352275000000006,67.9,49.40625,18.49375000000001,ID1211362607,train/ID1211362607.jpg,2015/2/24,NSW,Ryegrass,0.58,7.0,11,33.492900000000006,-0.1145010069012641,-17.06165,35.352275000000006,18.49375000000001
561.57385,35.4077,52.40625,16.99855,19.98,29.484375,9.504375,3.9623,6.5483084,2.5860083724975587,55.3877,81.25,25.8623,59.35,87.25,27.9,ID1062837331,train/ID1062837331.jpg,2015/9/29,Vic,Ryegrass_Clover,0.82,9.0,15,-16.99855,-9.504375,-2.5860083724975587,-25.8623,-27.9
556.3873,104.1503,73.1875,30.9628,0.0,0.016159004,0.0161590036004781,5.4497,13.585938,8.136238453674316,104.1503,70.9375,33.2128,109.6,88.0,21.599999999999994,ID1357768767,train/ID1357768767.jpg,2015/2/25,NSW,Fescue,0.68,15.0,10,30.9628,-0.0161590036004781,-8.136238453674316,33.2128,21.599999999999994
511.45856,31.4721,15.90625,15.56585,6.744,9.187602,2.443602043151856,42.7122,25.578125,17.134075000000003,38.2161,25.46875,12.747349999999996,80.9283,51.78125,29.147049999999997,ID2131261930,train/ID2131261930.jpg,2015/11/9,Tas,Ryegrass_Clover,0.73,4.5,0,15.56585,-2.443602043151856,17.134075000000003,12.747349999999996,29.147049999999997
507.26877,23.0,57.8125,34.8125,0.0,0.117929414,0.1179294139146804,26.0,12.757815,13.24218463897705,23.0,54.78125,31.78125,49.0,67.25,18.25,ID853954911,train/ID853954911.jpg,2015/6/26,Vic,Ryegrass,0.85,6.0,16,-34.8125,-0.1179294139146804,13.24218463897705,-31.78125,-18.25
478.67694,0.0,20.609375,20.609375,46.83,3.7637053,43.06629474639893,0.0,5.3679557,5.367955684661865,46.83,24.21875,22.61125,46.83,29.765625,17.064375,ID230058600,train/ID230058600.jpg,2015/8/21,WA,Clover,0.67,3.0,6,-20.609375,43.06629474639893,-5.367955684661865,22.61125,17.064375
462.7976,22.9514,20.53125,2.42015,0.0,0.6545835,0.6545835137367249,32.4486,4.341231,28.107369130706783,22.9514,22.5,0.4513999999999996,55.4,27.71875,27.68125,ID1119761112,train/ID1119761112.jpg,2015/5/7,NSW,Fescue,0.42,4.0,23,2.42015,-0.6545835137367249,28.107369130706783,0.4513999999999996,27.68125
416.64392,72.1,78.125,6.025000000000006,0.07,3.7065103,3.6365103054046632,0.0,11.195326,11.19532585144043,72.17,85.5625,13.392499999999998,72.17,99.125,26.955,ID1782608354,train/ID1782608354.jpg,2015/9/1,WA,Ryegrass,0.81,17.0,20,-6.025000000000006,-3.6365103054046632,-11.19532585144043,-13.392499999999998,-26.955
376.44482,14.6004,11.4687605,3.13163950958252,17.3814,11.765633,5.615767370605468,36.1534,18.953125,17.200274999999998,31.9818,23.109375,8.872425,68.1352,42.5625,25.5727,ID1294770420,train/ID1294770420.jpg,2015/11/9,Tas,Ryegrass_Clover,0.59,3.3333,0,3.13163950958252,5.615767370605468,17.200274999999998,8.872425,25.5727
355.46692,55.6108,75.1875,19.5767,0.0,0.013362774,0.0133627736940979,8.6892,8.086246,0.6029544631958004,55.6108,76.3125,20.7017,64.3,85.8125,21.512500000000003,ID1168534540,train/ID1168534540.jpg,2015/5/7,NSW,Fescue,0.86,9.0,23,-19.5767,-0.0133627736940979,0.6029544631958004,-20.7017,-21.512500000000003
353.08472,3.0,19.5625,16.5625,0.5,0.47223634,0.0277636647224426,7.0,15.84375,8.84375,3.5,17.828125,14.328125,10.1912,33.71875,23.52755,ID2014192906,train/ID2014192906.jpg,2015/6/26,Vic,Ryegrass,0.63,3.0,16,-16.5625,0.0277636647224426,-8.84375,-14.328125,-23.52755
347.53607,71.9138,61.96875,9.945049999999997,0.0,0.03115615,0.0311561506241559,35.5862,21.21875,14.367449999999998,71.9138,60.1875,11.726299999999997,107.5,83.4375,24.0625,ID407646960,train/ID407646960.jpg,2015/2/25,NSW,Fescue,0.59,11.0,10,9.945049999999997,-0.0311561506241559,14.367449999999998,11.726299999999997,24.0625
346.00317,18.8913,11.218763,7.672536648559571,22.5242,13.429689,9.094510592651368,26.1571,19.125,7.0321,41.4155,24.625,16.7905,67.5726,44.3125,23.260099999999994,ID572336285,train/ID572336285.jpg,2015/11/9,Tas,Ryegrass_Clover,0.68,3.0,0,7.672536648559571,9.094510592651368,7.0321,16.7905,23.260099999999994
342.22235,82.6598,59.71875,22.941050000000004,0.2931,0.2336232,0.059476793384552,11.6271,11.000017,0.6270828338623051,82.9529,62.59375,20.35915,94.58,74.25,20.33,ID1113121340,train/ID1113121340.jpg,2015/9/30,Vic,Phalaris_Clover,0.8,16.0,9,22.941050000000004,0.059476793384552,0.6270828338623051,20.35915,20.33
337.45984,4.7865,23.5,18.7135,0.7978,5.4885178,4.690717761230469,8.7753,4.4068003,4.368499729919433,5.5843,29.328125,23.743825,14.3596,33.625,19.2654,ID828217731,train/ID828217731.jpg,2015/6/26,Vic,Ryegrass,0.69,3.5,16,-18.7135,-4.690717761230469,4.368499729919433,-23.743825,-19.2654
322.25186,47.73,54.875,7.145000000000003,0.0,1.4283458,1.428345799446106,0.0,10.953142,10.953142166137695,47.73,59.0,11.270000000000003,47.73,71.375,23.645000000000003,ID545360459,train/ID545360459.jpg,2015/9/1,WA,Ryegrass,0.71,10.0,20,-7.145000000000003,-1.428345799446106,-10.953142166137695,-11.270000000000003,-23.645000000000003
321.3763,0.0,30.328125,30.328125,43.2687,10.3906555,32.87804448242188,18.1125,3.805698,14.306802082061768,43.2687,42.5625,0.7062000000000026,61.3813,47.1875,14.193800000000005,ID748979397,train/ID748979397.jpg,2015/11/9,Tas,Clover,0.77,3.8333,0,-30.328125,32.87804448242188,14.306802082061768,0.7062000000000026,14.193800000000005
311.05447,4.2568,24.609375,20.352575,0.0,0.5218317,0.5218316912651062,10.2162,10.7890835,0.5728834808349603,4.2568,23.25,18.9932,14.473,34.34375,19.87075,ID1254829053,train/ID1254829053.jpg,2015/6/26,Vic,Ryegrass,0.69,4.5,16,-20.352575,-0.5218316912651062,-0.5728834808349603,-18.9932,-19.87075
304.764,16.3107,20.203125,3.892425,0.0,0.18660906,0.1866090595722198,6.808,27.75,20.942,16.3108,18.734375,2.423575,23.1187,45.84375,22.72505,ID1136169672,train/ID1136169672.jpg,2015/5/18,Tas,Ryegrass,0.62,5.0,17,-3.892425,-0.1866090595722198,-20.942,-2.423575,-22.72505
285.61035,13.6615,41.28125,27.61975,1.1385,0.25149444,0.8870055625438691,18.2154,7.848047,10.36735322036743,14.8,38.4375,23.6375,33.0154,46.1875,13.1721,ID1783499590,train/ID1783499590.jpg,2015/6/26,Vic,Ryegrass,0.8,5.5,16,-27.61975,0.8870055625438691,10.36735322036743,-23.6375,-13.1721
282.9994,77.8736,62.53125,15.342349999999996,0.0,0.013466877,0.0134668769314885,1.2264,3.0039856,1.7775856433868409,77.8736,57.1875,20.6861,79.1,60.46875,18.631249999999994,ID789169173,train/ID789169173.jpg,2015/4/1,NSW,Lucerne,0.86,37.0,14,15.342349999999996,-0.0134668769314885,-1.7775856433868409,20.6861,18.631249999999994
277.80994,27.0146,19.046875,7.9677250000000015,0.3602,0.32908657,0.031113428068161,40.7019,28.09375,12.608150000000002,27.3748,18.625,8.7498,68.0767,46.15625,21.92045,ID1199150612,train/ID1199150612.jpg,2015/11/10,Tas,Ryegrass_Clover,0.62,5.5,24,7.9677250000000015,0.031113428068161,12.608150000000002,8.7498,21.92045
272.16534,27.0782,41.46875,14.39055,0.0,0.5770626,0.5770626068115234,8.8161,12.74219,3.9260903610229487,27.0781,41.90625,14.82815,35.8943,56.1875,20.2932,ID706288721,train/ID706288721.jpg,2015/7/1,Tas,Ryegrass,0.8,7.0,13,-14.39055,-0.5770626068115234,-3.9260903610229487,-14.82815,-20.2932
271.67807,0.0,4.8787293,4.878729343414307,45.85,21.140625,24.709375,0.0,1.6998167,1.6998167037963867,45.85,28.015625,17.834375,45.85,28.859375,16.990625,ID681680726,train/ID681680726.jpg,2015/8/21,WA,Clover,0.66,1.0,6,-4.878729343414307,24.709375,-1.6998167037963867,17.834375,16.990625
263.814,5.6924,26.546875,20.854475,0.7014,0.84376657,0.1423665700912475,13.3262,10.078167,3.248033038330078,6.3938,26.203125,19.809325,19.72,36.5,16.78,ID212206832,train/ID212206832.jpg,2015/6/26,Vic,Ryegrass,0.75,3.0,16,-20.854475,-0.1423665700912475,3.248033038330078,-19.809325,-16.78
261.38144,24.0,25.6875,1.6875,0.0,0.46040812,0.4604081213474273,58.125,35.03125,23.09375,24.0,26.6875,2.6875,82.125,61.8125,20.3125,ID257822026,train/ID257822026.jpg,2015/11/10,Tas,Ryegrass_Clover,0.59,7.1667,24,-1.6875,-0.4604081213474273,23.09375,-2.6875,20.3125
250.25427,33.0259,11.664071,21.361828916931152,1.1195,1.0004219,0.1190781183242797,2.239,8.36742,6.128420196533203,34.1454,12.812503,21.332897138977053,36.3845,21.5625,14.822000000000005,ID1618597318,train/ID1618597318.jpg,2015/9/3,Tas,Ryegrass_Clover,0.65,2.1667,8,21.361828916931152,0.1190781183242797,-6.128420196533203,21.332897138977053,14.822000000000005
250.03886,0.0,4.268015,4.268014907836914,32.64,9.507887,23.13211311340332,0.0,1.9019103,1.9019103050231931,32.64,14.632813,18.007186546325684,32.64,16.546875,16.093125,ID1761544403,train/ID1761544403.jpg,2015/8/21,WA,Clover,0.54,1.0,6,-4.268014907836914,23.13211311340332,-1.9019103050231931,18.007186546325684,16.093125
244.53972,7.8492,10.148477,2.299276600646973,9.5934,4.110289,5.483110903167725,35.7574,17.609375,18.148025,17.4426,15.34375,2.0988499999999988,53.2,32.84375,20.356250000000003,ID353997899,train/ID353997899.jpg,2015/6/30,Vic,Phalaris_Clover,0.68,3.0,4,-2.299276600646973,5.483110903167725,18.148025,2.0988499999999988,20.356250000000003
244.42899,58.98,63.71875,4.738750000000003,0.0,2.0151355,2.0151355266571045,0.0,8.703291,8.703290939331055,58.98,69.25,10.270000000000003,58.98,79.625,20.645000000000003,ID380752847,train/ID380752847.jpg,2015/9/1,WA,Ryegrass,0.81,14.0,20,-4.738750000000003,-2.0151355266571045,-8.703290939331055,-10.270000000000003,-20.645000000000003
242.53671,0.0,27.875,27.875,51.97,32.375,19.595,0.0,6.32211,6.322110176086426,51.97,60.90625,8.936250000000001,51.97,66.5625,14.5925,ID40849327,train/ID40849327.jpg,2015/8/21,WA,Clover,0.81,4.0,6,-27.875,19.595,-6.322110176086426,-8.936250000000001,-14.5925
239.21307,119.6,92.8125,26.787499999999994,0.0,1.0281174,1.0281174182891846,6.9,11.906257,5.006256675720215,119.6,99.0625,20.537499999999994,126.5,113.8125,12.6875,ID1859251563,train/ID1859251563.jpg,2015/1/15,NSW,Lucerne,0.83,70.0,2,26.787499999999994,-1.0281174182891846,-5.006256675720215,20.537499999999994,12.6875
237.15802,52.4745,38.40625,14.06825,0.0,0.21995421,0.2199542075395584,50.2255,47.75,2.4754999999999967,52.4745,37.03125,15.44325,102.7,84.3125,18.387500000000003,ID1458758610,train/ID1458758610.jpg,2015/10/6,NSW,Fescue,0.49,9.3333,12,14.06825,-0.2199542075395584,2.4754999999999967,15.44325,18.387500000000003
234.82957,36.8125,29.796875,7.015625,0.0,0.46820655,0.4682065546512604,22.0875,5.834959,16.25254096984863,36.8125,32.21875,4.59375,58.9,38.9375,19.9625,ID1251029854,train/ID1251029854.jpg,2015/5/7,NSW,Fescue,0.55,5.0,23,7.015625,-0.4682065546512604,16.25254096984863,4.59375,19.9625
228.83766,40.8478,53.0625,12.2147,0.0,0.043329123,0.0433291234076023,11.4741,21.671875,10.197775,40.8478,50.125,9.2772,52.3219,71.625,19.3031,ID290369222,train/ID290369222.jpg,2015/5/18,Tas,Ryegrass,0.85,8.0,17,-12.2147,-0.0433291234076023,-10.197775,-9.2772,-19.3031
227.62852,50.8889,65.875,14.9861,0.0,0.0044436236,0.0044436235912144,17.8111,25.453125,7.642025,50.8889,60.34375,9.45485,68.7,87.75,19.05,ID2053315094,train/ID2053315094.jpg,2015/2/25,NSW,Fescue,0.57,12.0,10,-14.9861,-0.0044436235912144,-7.642025,-9.45485,-19.05
226.47357,32.8911,21.765625,11.125475000000002,0.0,1.0016572,1.001657247543335,13.5089,2.1614134,11.347486568832398,32.8911,24.390625,8.500475000000002,46.4,27.078125,19.321875,ID1970522802,train/ID1970522802.jpg,2015/5/7,NSW,Fescue,0.55,4.0,23,11.125475000000002,-1.001657247543335,11.347486568832398,8.500475000000002,19.321875
223.224,22.4868,34.375,11.8882,0.0,6.099902,6.099902153015137,7.4132,2.2973502,5.11584983177185,22.4868,42.4375,19.9507,29.9,45.59375,15.69375,ID498304885,train/ID498304885.jpg,2015/5/7,NSW,Lucerne,0.67,24.0,23,-11.8882,-6.099902153015137,5.11584983177185,-19.9507,-15.69375
220.46109,32.8735,15.4765625,17.3969375,18.0129,10.328157,7.68474257507324,18.9135,33.4375,14.524,50.8865,26.25,24.6365,69.8,60.65625,9.143749999999995,ID1717006117,train/ID1717006117.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.57,6.1667,18,17.3969375,7.68474257507324,-14.524,24.6365,9.143749999999995
218.2274,4.1536,12.92969,8.776090361022948,0.0,0.88200796,0.8820079565048218,46.0672,21.515625,24.551575,4.1536,12.523441,8.369841314697265,50.2208,33.71875,16.502049999999997,ID1997244125,train/ID1997244125.jpg,2015/6/26,Tas,Ryegrass_Clover,0.4,3.0,16,-8.776090361022948,-0.8820079565048218,24.551575,-8.369841314697265,16.502049999999997
210.4242,89.7395,72.0625,17.677000000000007,1.4833,1.8432354,0.3599353734970092,12.2372,7.25071,4.986489989471435,91.2228,78.0,13.222800000000008,103.46,86.625,16.834999999999994,ID1675365449,train/ID1675365449.jpg,2015/9/30,Vic,Phalaris_Clover,0.79,16.0,9,17.677000000000007,-0.3599353734970092,4.986489989471435,13.222800000000008,16.834999999999994
209.76549,3.525,19.96875,16.44375,0.5875,1.0281174,0.4406174182891845,8.225,8.125296,0.0997043609619137,4.1125,20.09375,15.98125,12.3375,28.5625,16.225,ID1952813879,train/ID1952813879.jpg,2015/6/26,Vic,Ryegrass,0.68,3.5,16,-16.44375,-0.4406174182891845,0.0997043609619137,-15.98125,-16.225
209.44952,62.0,70.875,8.875,0.0,3.8668494,3.866849422454834,2.5,1.5278327,0.9721672534942628,62.0,79.125,17.125,64.5,81.3125,16.8125,ID1275072698,train/ID1275072698.jpg,2015/1/15,NSW,Lucerne,0.74,42.0,2,-8.875,-3.866849422454834,0.9721672534942628,-17.125,-16.8125
208.38992,0.0,17.375,17.375,58.34,28.171875,30.168125000000003,0.0,1.9570016,1.9570015668869016,58.34,46.9375,11.402500000000003,58.34,47.3125,11.027500000000003,ID1139918758,train/ID1139918758.jpg,2015/8/21,WA,Clover,0.79,3.0,6,-17.375,30.168125000000003,-1.9570015668869016,11.402500000000003,11.027500000000003
205.85251,0.0,4.325811,4.32581090927124,10.23,18.109375,7.879375,0.0,4.325811,4.32581090927124,10.23,23.234375,13.004375,10.23,28.234375,18.004375,ID577112774,train/ID577112774.jpg,2015/9/1,WA,SubcloverDalkeith,0.49,1.0,20,-4.32581090927124,-7.879375,-4.32581090927124,-13.004375,-18.004375
204.73502,63.15,47.65625,15.49375,0.0,0.24847046,0.2484704554080963,21.05,17.578125,3.4718750000000007,63.15,49.5625,13.5875,84.2,67.3125,16.887500000000003,ID121331988,train/ID121331988.jpg,2015/5/7,NSW,Fescue,0.75,8.0,23,15.49375,-0.2484704554080963,3.4718750000000007,13.5875,16.887500000000003
204.51712,43.02,36.28125,6.738750000000003,16.73,11.78907,4.940929870605469,11.95,7.2468066,4.703193378448486,59.75,46.5625,13.1875,71.7,53.78125,17.918750000000003,ID751517087,train/ID751517087.jpg,2015/8/18,Vic,Phalaris_Clover,0.86,5.2,22,6.738750000000003,4.940929870605469,4.703193378448486,13.1875,17.918750000000003
204.0043,12.6389,12.289067,0.3498327316284175,0.0,0.46729448,0.4672944843769073,33.0159,15.484375,17.531525000000002,12.6389,11.906257,0.7326433242797847,45.6548,27.046875,18.607925,ID576137678,train/ID576137678.jpg,2015/7/1,Tas,Ryegrass,0.59,4.0,13,0.3498327316284175,-0.4672944843769073,17.531525000000002,0.7326433242797847,18.607925
203.30354,57.6643,49.40625,8.258049999999997,0.0,0.07400398,0.074003979563713,25.1357,15.4453125,9.6903875,57.6643,47.46875,10.195549999999995,82.8,64.5625,18.2375,ID2056023629,train/ID2056023629.jpg,2015/2/25,NSW,Fescue,0.68,12.0,10,8.258049999999997,-0.074003979563713,9.6903875,10.195549999999995,18.2375
203.12036,0.0,18.5625,18.5625,58.88,28.234375,30.645625000000003,0.0,2.0977411,2.09774112701416,58.88,48.15625,10.723750000000004,58.88,48.75,10.130000000000004,ID697718693,train/ID697718693.jpg,2015/8/21,WA,Clover,0.81,4.0,6,-18.5625,30.645625000000003,-2.09774112701416,10.723750000000004,10.130000000000004
201.11853,4.8182,19.671875,14.853675,1.0707,5.8232746,4.752574612426757,11.2424,5.0067153,6.235684702301025,5.8889,25.75,19.8611,17.1313,30.84375,13.71245,ID415656958,train/ID415656958.jpg,2015/6/26,Vic,Ryegrass,0.71,4.0,16,-14.853675,-4.752574612426757,6.235684702301025,-19.8611,-13.71245
199.16824,21.9057,43.3125,21.4068,0.0,0.17990537,0.1799053698778152,23.1943,4.221812,18.972488228607176,21.9057,45.0625,23.1568,45.1,49.59375,4.493749999999999,ID670276799,train/ID670276799.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.66,6.0,2,-21.4068,-0.1799053698778152,18.972488228607176,-23.1568,-4.493749999999999
196.1743,55.8014,38.25,17.5514,0.0,0.18380234,0.1838023364543914,21.9986,48.21875,26.22015,55.8014,35.9375,19.8639,77.8,83.75,5.950000000000003,ID1370004842,train/ID1370004842.jpg,2015/10/6,NSW,Fescue,0.55,9.6667,12,17.5514,-0.1838023364543914,-26.22015,19.8639,-5.950000000000003
194.54254,91.6543,70.5625,21.091800000000006,0.0,4.0872407,4.087240695953369,1.1457,6.123287,4.977587200927735,91.6543,73.4375,18.216800000000006,92.8,80.1875,12.612499999999995,ID980538882,train/ID980538882.jpg,2015/2/24,NSW,Phalaris,0.69,29.0,11,21.091800000000006,-4.087240695953369,-4.977587200927735,18.216800000000006,12.612499999999995
193.52821,15.185,16.453125,1.2681249999999995,1.7583,7.1258044,5.3675044242858885,11.0291,23.796875,12.767775,16.9433,23.15625,6.212949999999999,27.9724,46.21875,18.24635,ID1781353117,train/ID1781353117.jpg,2015/5/18,Tas,Ryegrass,0.69,4.0,17,-1.2681249999999995,-5.3675044242858885,-12.767775,-6.212949999999999,-18.24635
193.16025,52.9941,37.1875,15.806600000000005,8.1529,8.140917,0.0119831756591803,8.1529,7.570828,0.5820720390319831,61.1471,45.9375,15.209600000000002,69.3,53.6875,15.612499999999995,ID667059550,train/ID667059550.jpg,2015/8/14,Vic,Phalaris_Clover,0.79,9.0,25,15.806600000000005,0.0119831756591803,0.5820720390319831,15.209600000000002,15.612499999999995
190.80142,25.6561,9.211038,16.445062364196776,31.2684,44.59375,13.32535,28.8632,12.242192,16.621007731628417,56.9246,55.25,1.674599999999998,85.7877,70.4375,15.3502,ID574213894,train/ID574213894.jpg,2015/11/10,Tas,Ryegrass_Clover,0.88,8.0,24,16.445062364196776,-13.32535,16.621007731628417,1.674599999999998,15.3502
188.28975,20.5333,23.90625,3.3729499999999994,0.0,0.5593381,0.5593380928039551,30.8,11.039079,19.760921287536625,20.5333,22.859375,2.3260749999999994,51.3333,34.1875,17.1458,ID761508093,train/ID761508093.jpg,2015/6/26,Vic,Mixed,0.66,4.0,16,-3.3729499999999994,-0.5593380928039551,19.760921287536625,-2.3260749999999994,17.1458
187.37177,53.5191,64.6875,11.168399999999998,0.0,0.12167793,0.121677927672863,7.9809,9.914112,1.933212091064453,53.5191,67.1875,13.668399999999998,61.5,78.0625,16.5625,ID710341728,train/ID710341728.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.84,11.0,2,-11.168399999999998,-0.121677927672863,-1.933212091064453,-13.668399999999998,-16.5625
178.19705,28.5232,11.031266,17.49193378753662,0.0,0.6041727,0.6041727066040039,1.1786,4.1333466,2.954746557617187,28.5232,11.726571,16.79662891693115,29.7018,16.265625,13.436175,ID1853508321,train/ID1853508321.jpg,2015/9/3,Tas,Ryegrass_Clover,0.45,1.6667,8,17.49193378753662,-0.6041727066040039,-2.954746557617187,16.79662891693115,13.436175
174.91585,4.5809,23.375,18.7941,0.0,1.4499502,1.4499502182006836,16.3603,6.8721304,9.488169606018063,4.5809,24.171875,19.590975,20.9412,31.296875,10.355675000000002,ID1249094008,train/ID1249094008.jpg,2015/6/26,Vic,Ryegrass,0.71,4.0,16,-18.7941,-1.4499502182006836,9.488169606018063,-19.590975,-10.355675000000002
174.48795,12.0333,17.90625,5.87295,9.9586,15.6640625,5.705462499999999,14.108,18.625,4.517,21.992,33.96875,11.97675,36.1,52.65625,16.55625,ID8209776,train/ID8209776.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.8,3.0,16,-5.87295,-5.705462499999999,-4.517,-11.97675,-16.55625
173.86018,19.5439,10.867207,8.676693426513673,10.0977,5.441841,4.655858874511718,21.4983,17.203125,4.295175,29.6415,17.078125,12.563375,51.1398,34.96875,16.17105,ID1623964968,train/ID1623964968.jpg,2015/11/9,Tas,Ryegrass_Clover,0.44,2.3333,0,8.676693426513673,4.655858874511718,4.295175,12.563375,16.17105
