ID,image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,Dry_Clover_g,Dry_Dead_g,Dry_Green_g,Dry_Total_g,GDM_g,GroupID,pred_Dry_Green_g,err_Dry_Green_g,abs_err_Dry_Green_g,pred_Dry_Clover_g,err_Dry_Clover_g,abs_err_Dry_Clover_g,pred_Dry_Dead_g,err_Dry_Dead_g,abs_err_Dry_Dead_g,pred_GDM_g,err_GDM_g,abs_err_GDM_g,pred_Dry_Total_g,err_Dry_Total_g,abs_err_Dry_Total_g,weighted_se
ID1119761112,train/ID1119761112.jpg,2015/5/7,NSW,Fescue,0.42,4.0,0.0,32.4486,22.9514,55.4,22.9514,23,20.53125,2.4201499999999996,2.4201499999999996,0.6545835,-0.6545835137367249,0.6545835137367249,4.341231,28.107369130706786,28.107369130706786,22.5,0.4513999999999996,0.4513999999999996,27.71875,27.68125,27.68125,462.7976
ID1782608354,train/ID1782608354.jpg,2015/9/1,WA,Ryegrass,0.81,17.0,0.07,0.0,72.1,72.17,72.17,20,78.125,-6.025000000000006,6.025000000000006,3.7065103,-3.6365103054046632,3.6365103054046632,11.195326,-11.19532585144043,11.19532585144043,85.5625,-13.392499999999998,13.392499999999998,99.125,-26.955,26.955,416.64392
ID1294770420,train/ID1294770420.jpg,2015/11/9,Tas,Ryegrass_Clover,0.59,3.3333,17.3814,36.1534,14.6004,68.1352,31.9818,0,11.4687605,3.13163950958252,3.13163950958252,11.765633,5.615767370605468,5.615767370605468,18.953125,17.200274999999998,17.200274999999998,23.109375,8.872425,8.872425,42.5625,25.572699999999998,25.572699999999998,376.44482
ID1168534540,train/ID1168534540.jpg,2015/5/7,NSW,Fescue,0.86,9.0,0.0,8.6892,55.6108,64.3,55.6108,23,75.1875,-19.576700000000002,19.576700000000002,0.013362774,-0.013362773694097996,0.013362773694097996,8.086246,0.6029544631958004,0.6029544631958004,76.3125,-20.701700000000002,20.701700000000002,85.8125,-21.512500000000003,21.512500000000003,355.46692
ID2014192906,train/ID2014192906.jpg,2015/6/26,Vic,Ryegrass,0.63,3.0,0.5,7.0,3.0,10.1912,3.5,16,19.5625,-16.5625,16.5625,0.47223634,0.027763664722442627,0.027763664722442627,15.84375,-8.84375,8.84375,17.828125,-14.328125,14.328125,33.71875,-23.527549999999998,23.527549999999998,353.08472
ID407646960,train/ID407646960.jpg,2015/2/25,NSW,Fescue,0.59,11.0,0.0,35.5862,71.9138,107.5,71.9138,10,61.96875,9.945049999999995,9.945049999999995,0.03115615,-0.031156150624155998,0.031156150624155998,21.21875,14.367449999999998,14.367449999999998,60.1875,11.726299999999995,11.726299999999995,83.4375,24.0625,24.0625,347.53607
ID572336285,train/ID572336285.jpg,2015/11/9,Tas,Ryegrass_Clover,0.68,3.0,22.5242,26.1571,18.8913,67.5726,41.4155,0,11.218763,7.672536648559571,7.672536648559571,13.429689,9.094510592651368,9.094510592651368,19.125,7.0321,7.0321,24.625,16.7905,16.7905,44.3125,23.260099999999994,23.260099999999994,346.00317
ID1113121340,train/ID1113121340.jpg,2015/9/30,Vic,Phalaris_Clover,0.8,16.0,0.2931,11.6271,82.6598,94.58,82.9529,9,59.71875,22.941050000000004,22.941050000000004,0.2336232,0.05947679338455203,0.05947679338455203,11.000017,0.6270828338623051,0.6270828338623051,62.59375,20.35915,20.35915,74.25,20.33,20.33,342.22235
ID828217731,train/ID828217731.jpg,2015/6/26,Vic,Ryegrass,0.69,3.5,0.7978,8.7753,4.7865,14.3596,5.5843,16,23.5,-18.7135,18.7135,5.4885178,-4.690717761230469,4.690717761230469,4.4068003,4.368499729919433,4.368499729919433,29.328125,-23.743825,23.743825,33.625,-19.2654,19.2654,337.45984
ID545360459,train/ID545360459.jpg,2015/9/1,WA,Ryegrass,0.71,10.0,0.0,0.0,47.73,47.73,47.73,20,54.875,-7.145000000000003,7.145000000000003,1.4283458,-1.428345799446106,1.428345799446106,10.953142,-10.953142166137695,10.953142166137695,59.0,-11.270000000000003,11.270000000000003,71.375,-23.645000000000003,23.645000000000003,322.25186
ID748979397,train/ID748979397.jpg,2015/11/9,Tas,Clover,0.77,3.8333,43.2687,18.1125,0.0,61.3813,43.2687,0,30.328125,-30.328125,30.328125,10.3906555,32.87804448242188,32.87804448242188,3.805698,14.306802082061768,14.306802082061768,42.5625,0.7062000000000026,0.7062000000000026,47.1875,14.193800000000003,14.193800000000003,321.3763
ID1254829053,train/ID1254829053.jpg,2015/6/26,Vic,Ryegrass,0.69,4.5,0.0,10.2162,4.2568,14.473,4.2568,16,24.609375,-20.352575,20.352575,0.5218317,-0.5218316912651062,0.5218316912651062,10.7890835,-0.5728834808349603,0.5728834808349603,23.25,-18.9932,18.9932,34.34375,-19.87075,19.87075,311.05447
ID1136169672,train/ID1136169672.jpg,2015/5/18,Tas,Ryegrass,0.62,5.0,0.0,6.808,16.3107,23.1187,16.3108,17,20.203125,-3.8924249999999994,3.8924249999999994,0.18660906,-0.18660905957221985,0.18660905957221985,27.75,-20.942,20.942,18.734375,-2.4235749999999996,2.4235749999999996,45.84375,-22.72505,22.72505,304.764
ID1783499590,train/ID1783499590.jpg,2015/6/26,Vic,Ryegrass,0.8,5.5,1.1385,18.2154,13.6615,33.0154,14.8,16,41.28125,-27.61975,27.61975,0.25149444,0.8870055625438691,0.8870055625438691,7.848047,10.36735322036743,10.36735322036743,38.4375,-23.6375,23.6375,46.1875,-13.1721,13.1721,285.61035
ID789169173,train/ID789169173.jpg,2015/4/1,NSW,Lucerne,0.86,37.0,0.0,1.2264,77.8736,79.1,77.8736,14,62.53125,15.342349999999996,15.342349999999996,0.013466877,-0.013466876931488514,0.013466876931488514,3.0039856,-1.7775856433868409,1.7775856433868409,57.1875,20.686099999999996,20.686099999999996,60.46875,18.631249999999994,18.631249999999994,282.9994
ID1199150612,train/ID1199150612.jpg,2015/11/10,Tas,Ryegrass_Clover,0.62,5.5,0.3602,40.7019,27.0146,68.0767,27.3748,24,19.046875,7.9677250000000015,7.9677250000000015,0.32908657,0.03111342806816103,0.03111342806816103,28.09375,12.608150000000002,12.608150000000002,18.625,8.7498,8.7498,46.15625,21.920450000000002,21.920450000000002,277.80994
ID706288721,train/ID706288721.jpg,2015/7/1,Tas,Ryegrass,0.8,7.0,0.0,8.8161,27.0782,35.8943,27.0781,13,41.46875,-14.390550000000001,14.390550000000001,0.5770626,-0.5770626068115234,0.5770626068115234,12.74219,-3.9260903610229487,3.9260903610229487,41.90625,-14.82815,14.82815,56.1875,-20.2932,20.2932,272.16534
ID681680726,train/ID681680726.jpg,2015/8/21,WA,Clover,0.66,1.0,45.85,0.0,0.0,45.85,45.85,6,4.8787293,-4.878729343414307,4.878729343414307,21.140625,24.709375,24.709375,1.6998167,-1.6998167037963867,1.6998167037963867,28.015625,17.834375,17.834375,28.859375,16.990625,16.990625,271.67807
ID212206832,train/ID212206832.jpg,2015/6/26,Vic,Ryegrass,0.75,3.0,0.7014,13.3262,5.6924,19.72,6.3938,16,26.546875,-20.854475,20.854475,0.84376657,-0.14236657009124754,0.14236657009124754,10.078167,3.248033038330078,3.248033038330078,26.203125,-19.809325,19.809325,36.5,-16.78,16.78,263.814
ID257822026,train/ID257822026.jpg,2015/11/10,Tas,Ryegrass_Clover,0.59,7.1667,0.0,58.125,24.0,82.125,24.0,24,25.6875,-1.6875,1.6875,0.46040812,-0.46040812134742737,0.46040812134742737,35.03125,23.09375,23.09375,26.6875,-2.6875,2.6875,61.8125,20.3125,20.3125,261.38144
ID1618597318,train/ID1618597318.jpg,2015/9/3,Tas,Ryegrass_Clover,0.65,2.1667,1.1195,2.239,33.0259,36.3845,34.1454,8,11.664071,21.361828916931152,21.361828916931152,1.0004219,0.11907811832427972,0.11907811832427972,8.36742,-6.128420196533203,6.128420196533203,12.812503,21.332897138977053,21.332897138977053,21.5625,14.822000000000003,14.822000000000003,250.25427
ID1761544403,train/ID1761544403.jpg,2015/8/21,WA,Clover,0.54,1.0,32.64,0.0,0.0,32.64,32.64,6,4.268015,-4.268014907836914,4.268014907836914,9.507887,23.13211311340332,23.13211311340332,1.9019103,-1.9019103050231934,1.9019103050231934,14.632813,18.007186546325684,18.007186546325684,16.546875,16.093125,16.093125,250.03886
ID353997899,train/ID353997899.jpg,2015/6/30,Vic,Phalaris_Clover,0.68,3.0,9.5934,35.7574,7.8492,53.2,17.4426,4,10.148477,-2.299276600646973,2.299276600646973,4.110289,5.483110903167725,5.483110903167725,17.609375,18.148024999999997,18.148024999999997,15.34375,2.0988499999999988,2.0988499999999988,32.84375,20.356250000000003,20.356250000000003,244.53972
ID380752847,train/ID380752847.jpg,2015/9/1,WA,Ryegrass,0.81,14.0,0.0,0.0,58.98,58.98,58.98,20,63.71875,-4.738750000000003,4.738750000000003,2.0151355,-2.0151355266571045,2.0151355266571045,8.703291,-8.703290939331055,8.703290939331055,69.25,-10.270000000000003,10.270000000000003,79.625,-20.645000000000003,20.645000000000003,244.42899
ID40849327,train/ID40849327.jpg,2015/8/21,WA,Clover,0.81,4.0,51.97,0.0,0.0,51.97,51.97,6,27.875,-27.875,27.875,32.375,19.595,19.595,6.32211,-6.322110176086426,6.322110176086426,60.90625,-8.936250000000001,8.936250000000001,66.5625,-14.592500000000001,14.592500000000001,242.53671
ID1859251563,train/ID1859251563.jpg,2015/1/15,NSW,Lucerne,0.83,70.0,0.0,6.9,119.6,126.5,119.6,2,92.8125,26.787499999999994,26.787499999999994,1.0281174,-1.0281174182891846,1.0281174182891846,11.906257,-5.0062566757202145,5.0062566757202145,99.0625,20.537499999999994,20.537499999999994,113.8125,12.6875,12.6875,239.21307
ID1458758610,train/ID1458758610.jpg,2015/10/6,NSW,Fescue,0.49,9.3333,0.0,50.2255,52.4745,102.7,52.4745,12,38.40625,14.068249999999999,14.068249999999999,0.21995421,-0.2199542075395584,0.2199542075395584,47.75,2.4754999999999967,2.4754999999999967,37.03125,15.443249999999999,15.443249999999999,84.3125,18.387500000000003,18.387500000000003,237.15802
ID1251029854,train/ID1251029854.jpg,2015/5/7,NSW,Fescue,0.55,5.0,0.0,22.0875,36.8125,58.9,36.8125,23,29.796875,7.015625,7.015625,0.46820655,-0.4682065546512604,0.4682065546512604,5.834959,16.25254096984863,16.25254096984863,32.21875,4.59375,4.59375,38.9375,19.9625,19.9625,234.82957
ID290369222,train/ID290369222.jpg,2015/5/18,Tas,Ryegrass,0.85,8.0,0.0,11.4741,40.8478,52.3219,40.8478,17,53.0625,-12.2147,12.2147,0.043329123,-0.04332912340760231,0.04332912340760231,21.671875,-10.197775,10.197775,50.125,-9.2772,9.2772,71.625,-19.3031,19.3031,228.83766
ID2053315094,train/ID2053315094.jpg,2015/2/25,NSW,Fescue,0.57,12.0,0.0,17.8111,50.8889,68.7,50.8889,10,65.875,-14.9861,14.9861,0.0044436236,-0.004443623591214418,0.004443623591214418,25.453125,-7.642025,7.642025,60.34375,-9.45485,9.45485,87.75,-19.049999999999997,19.049999999999997,227.62852
ID1970522802,train/ID1970522802.jpg,2015/5/7,NSW,Fescue,0.55,4.0,0.0,13.5089,32.8911,46.4,32.8911,23,21.765625,11.125475000000002,11.125475000000002,1.0016572,-1.001657247543335,1.001657247543335,2.1614134,11.347486568832398,11.347486568832398,24.390625,8.500475000000002,8.500475000000002,27.078125,19.321875,19.321875,226.47357
ID498304885,train/ID498304885.jpg,2015/5/7,NSW,Lucerne,0.67,24.0,0.0,7.4132,22.4868,29.9,22.4868,23,34.375,-11.888200000000001,11.888200000000001,6.099902,-6.099902153015137,6.099902153015137,2.2973502,5.11584983177185,5.11584983177185,42.4375,-19.9507,19.9507,45.59375,-15.693750000000001,15.693750000000001,223.224
ID1717006117,train/ID1717006117.jpg,2015/10/14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.57,6.1667,18.0129,18.9135,32.8735,69.8,50.8865,18,15.4765625,17.3969375,17.3969375,10.328157,7.6847425750732405,7.6847425750732405,33.4375,-14.524000000000001,14.524000000000001,26.25,24.636499999999998,24.636499999999998,60.65625,9.143749999999997,9.143749999999997,220.46109
ID1997244125,train/ID1997244125.jpg,2015/6/26,Tas,Ryegrass_Clover,0.4,3.0,0.0,46.0672,4.1536,50.2208,4.1536,16,12.92969,-8.776090361022948,8.776090361022948,0.88200796,-0.8820079565048218,0.8820079565048218,21.515625,24.551575,24.551575,12.523441,-8.369841314697265,8.369841314697265,33.71875,16.502049999999997,16.502049999999997,218.2274
ID1675365449,train/ID1675365449.jpg,2015/9/30,Vic,Phalaris_Clover,0.79,16.0,1.4833,12.2372,89.7395,103.46,91.2228,9,72.0625,17.677000000000007,17.677000000000007,1.8432354,-0.3599353734970092,0.3599353734970092,7.25071,4.986489989471435,4.986489989471435,78.0,13.222800000000007,13.222800000000007,86.625,16.834999999999994,16.834999999999994,210.4242
ID1952813879,train/ID1952813879.jpg,2015/6/26,Vic,Ryegrass,0.68,3.5,0.5875,8.225,3.525,12.3375,4.1125,16,19.96875,-16.44375,16.44375,1.0281174,-0.44061741828918455,0.44061741828918455,8.125296,0.09970436096191371,0.09970436096191371,20.09375,-15.98125,15.98125,28.5625,-16.225,16.225,209.76549
ID1275072698,train/ID1275072698.jpg,2015/1/15,NSW,Lucerne,0.74,42.0,0.0,2.5,62.0,64.5,62.0,2,70.875,-8.875,8.875,3.8668494,-3.866849422454834,3.866849422454834,1.5278327,0.9721672534942627,0.9721672534942627,79.125,-17.125,17.125,81.3125,-16.8125,16.8125,209.44952
ID1139918758,train/ID1139918758.jpg,2015/8/21,WA,Clover,0.79,3.0,58.34,0.0,0.0,58.34,58.34,6,17.375,-17.375,17.375,28.171875,30.168125000000003,30.168125000000003,1.9570016,-1.9570015668869019,1.9570015668869019,46.9375,11.402500000000003,11.402500000000003,47.3125,11.027500000000003,11.027500000000003,208.38992
ID577112774,train/ID577112774.jpg,2015/9/1,WA,SubcloverDalkeith,0.49,1.0,10.23,0.0,0.0,10.23,10.23,20,4.325811,-4.32581090927124,4.32581090927124,18.109375,-7.879375,7.879375,4.325811,-4.32581090927124,4.32581090927124,23.234375,-13.004375,13.004375,28.234375,-18.004375,18.004375,205.85251
ID121331988,train/ID121331988.jpg,2015/5/7,NSW,Fescue,0.75,8.0,0.0,21.05,63.15,84.2,63.15,23,47.65625,15.493749999999999,15.493749999999999,0.24847046,-0.2484704554080963,0.2484704554080963,17.578125,3.4718750000000007,3.4718750000000007,49.5625,13.587499999999999,13.587499999999999,67.3125,16.887500000000003,16.887500000000003,204.73502
ID751517087,train/ID751517087.jpg,2015/8/18,Vic,Phalaris_Clover,0.86,5.2,16.73,11.95,43.02,71.7,59.75,22,36.28125,6.738750000000003,6.738750000000003,11.78907,4.940929870605469,4.940929870605469,7.2468066,4.703193378448486,4.703193378448486,46.5625,13.1875,13.1875,53.78125,17.918750000000003,17.918750000000003,204.51712
ID576137678,train/ID576137678.jpg,2015/7/1,Tas,Ryegrass,0.59,4.0,0.0,33.0159,12.6389,45.6548,12.6389,13,12.289067,0.34983273162841755,0.34983273162841755,0.46729448,-0.46729448437690735,0.46729448437690735,15.484375,17.531525000000002,17.531525000000002,11.906257,0.7326433242797847,0.7326433242797847,27.046875,18.607925,18.607925,204.0043
ID2056023629,train/ID2056023629.jpg,2015/2/25,NSW,Fescue,0.68,12.0,0.0,25.1357,57.6643,82.8,57.6643,10,49.40625,8.258049999999997,8.258049999999997,0.07400398,-0.07400397956371307,0.07400397956371307,15.4453125,9.6903875,9.6903875,47.46875,10.195549999999997,10.195549999999997,64.5625,18.237499999999997,18.237499999999997,203.30354
ID697718693,train/ID697718693.jpg,2015/8/21,WA,Clover,0.81,4.0,58.88,0.0,0.0,58.88,58.88,6,18.5625,-18.5625,18.5625,28.234375,30.645625000000003,30.645625000000003,2.0977411,-2.09774112701416,2.09774112701416,48.15625,10.723750000000003,10.723750000000003,48.75,10.130000000000003,10.130000000000003,203.12036
ID415656958,train/ID415656958.jpg,2015/6/26,Vic,Ryegrass,0.71,4.0,1.0707,11.2424,4.8182,17.1313,5.8889,16,19.671875,-14.853674999999999,14.853674999999999,5.8232746,-4.752574612426757,4.752574612426757,5.0067153,6.235684702301025,6.235684702301025,25.75,-19.8611,19.8611,30.84375,-13.71245,13.71245,201.11853
ID670276799,train/ID670276799.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.66,6.0,0.0,23.1943,21.9057,45.1,21.9057,2,43.3125,-21.4068,21.4068,0.17990537,-0.17990536987781525,0.17990536987781525,4.221812,18.972488228607176,18.972488228607176,45.0625,-23.1568,23.1568,49.59375,-4.493749999999999,4.493749999999999,199.16824
ID1370004842,train/ID1370004842.jpg,2015/10/6,NSW,Fescue,0.55,9.6667,0.0,21.9986,55.8014,77.8,55.8014,12,38.25,17.5514,17.5514,0.18380234,-0.18380233645439148,0.18380233645439148,48.21875,-26.22015,26.22015,35.9375,19.8639,19.8639,83.75,-5.950000000000003,5.950000000000003,196.1743
ID980538882,train/ID980538882.jpg,2015/2/24,NSW,Phalaris,0.69,29.0,0.0,1.1457,91.6543,92.8,91.6543,11,70.5625,21.091800000000006,21.091800000000006,4.0872407,-4.087240695953369,4.087240695953369,6.123287,-4.977587200927735,4.977587200927735,73.4375,18.216800000000006,18.216800000000006,80.1875,12.612499999999997,12.612499999999997,194.54254
ID1781353117,train/ID1781353117.jpg,2015/5/18,Tas,Ryegrass,0.69,4.0,1.7583,11.0291,15.185,27.9724,16.9433,17,16.453125,-1.2681249999999995,1.2681249999999995,7.1258044,-5.3675044242858885,5.3675044242858885,23.796875,-12.767775,12.767775,23.15625,-6.212949999999999,6.212949999999999,46.21875,-18.24635,18.24635,193.52821
ID667059550,train/ID667059550.jpg,2015/8/14,Vic,Phalaris_Clover,0.79,9.0,8.1529,8.1529,52.9941,69.3,61.1471,25,37.1875,15.806600000000003,15.806600000000003,8.140917,0.01198317565918039,0.01198317565918039,7.570828,0.5820720390319831,0.5820720390319831,45.9375,15.209600000000002,15.209600000000002,53.6875,15.612499999999997,15.612499999999997,193.16025
ID574213894,train/ID574213894.jpg,2015/11/10,Tas,Ryegrass_Clover,0.88,8.0,31.2684,28.8632,25.6561,85.7877,56.9246,24,9.211038,16.445062364196776,16.445062364196776,44.59375,-13.32535,13.32535,12.242192,16.621007731628417,16.621007731628417,55.25,1.674599999999998,1.674599999999998,70.4375,15.350200000000001,15.350200000000001,190.80142
ID761508093,train/ID761508093.jpg,2015/6/26,Vic,Mixed,0.66,4.0,0.0,30.8,20.5333,51.3333,20.5333,16,23.90625,-3.3729499999999994,3.3729499999999994,0.5593381,-0.5593380928039551,0.5593380928039551,11.039079,19.760921287536622,19.760921287536622,22.859375,-2.3260749999999994,2.3260749999999994,34.1875,17.1458,17.1458,188.28975
ID710341728,train/ID710341728.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.84,11.0,0.0,7.9809,53.5191,61.5,53.5191,2,64.6875,-11.168399999999998,11.168399999999998,0.12167793,-0.121677927672863,0.121677927672863,9.914112,-1.933212091064453,1.933212091064453,67.1875,-13.668399999999998,13.668399999999998,78.0625,-16.5625,16.5625,187.37177
ID1853508321,train/ID1853508321.jpg,2015/9/3,Tas,Ryegrass_Clover,0.45,1.6667,0.0,1.1786,28.5232,29.7018,28.5232,8,11.031266,17.49193378753662,17.49193378753662,0.6041727,-0.6041727066040039,0.6041727066040039,4.1333466,-2.954746557617187,2.954746557617187,11.726571,16.79662891693115,16.79662891693115,16.265625,13.436174999999999,13.436174999999999,178.19705
ID1249094008,train/ID1249094008.jpg,2015/6/26,Vic,Ryegrass,0.71,4.0,0.0,16.3603,4.5809,20.9412,4.5809,16,23.375,-18.7941,18.7941,1.4499502,-1.4499502182006836,1.4499502182006836,6.8721304,9.488169606018065,9.488169606018065,24.171875,-19.590975,19.590975,31.296875,-10.355675000000002,10.355675000000002,174.91585
